Acceleration,Sprint Speed,Agility,Balance,Jumping,Stamina,Strength,Position,Preferred foot,Height,Weight,Alternative positions,Age
87,84,82,79,71,68,59,LM,Right,"181cm / 5'11""",75kg / 165lb,"RM, LB, LW",24
63,63,66,66,81,64,78,CB,Right,"188cm / 6'2""",83kg / 183lb,,28
45,40,55,49,59,37,55,GK,Right,"189cm / 6'2""",82kg / 181lb,,26
84,82,72,74,87,83,83,CB,Right,"182cm / 6'0""",76kg / 168lb,RB,28
80,67,83,73,60,75,58,CAM,Right,"175cm / 5'9""",73kg / 161lb,CM,24
80,82,71,67,90,77,83,LM,Right,"191cm / 6'3""",81kg / 179lb,"CM, ST, LW",25
52,71,52,44,88,62,90,ST,Right,"196cm / 6'5""",89kg / 196lb,,32
68,72,61,71,77,83,75,CB,Right,"180cm / 5'11""",72kg / 159lb,,33
67,69,67,59,69,72,61,CM,Right,"185cm / 6'1""",73kg / 161lb,CAM,21
59,55,60,63,86,85,88,ST,Right,"190cm / 6'3""",78kg / 172lb,,35
67,61,72,70,65,77,59,CDM,Right,"178cm / 5'10""",73kg / 161lb,CM,21
72,74,69,51,83,68,74,LM,Left,"185cm / 6'1""",72kg / 159lb,LW,34
67,69,68,74,70,75,64,CDM,Right,"171cm / 5'7""",68kg / 150lb,CM,27
78,71,71,71,74,74,73,CM,Right,"180cm / 5'11""",79kg / 174lb,"RW, ST",32
83,77,81,88,79,81,71,LW,Right,"175cm / 5'9""",75kg / 165lb,"CAM, LM",30
77,72,71,71,73,83,68,LB,Left,"182cm / 6'0""",77kg / 170lb,,26
43,43,42,41,63,34,67,GK,Left,"190cm / 6'3""",88kg / 194lb,,26
67,68,61,63,75,76,71,CDM,Right,"184cm / 6'0""",80kg / 176lb,CM,21
76,73,75,76,77,81,82,CM,Right,"180cm / 5'11""",80kg / 176lb,CDM,22
69,73,70,69,73,83,69,RB,Right,"176cm / 5'9""",75kg / 165lb,"CB, LB",34
77,71,78,74,66,67,63,LM,Right,"178cm / 5'10""",69kg / 152lb,"CM, LW",22
59,66,62,47,87,72,86,ST,Right,"191cm / 6'3""",75kg / 165lb,,31
79,79,70,72,71,68,65,RM,Right,"181cm / 5'11""",71kg / 157lb,RW,33
83,91,64,63,87,82,81,CB,Right,"192cm / 6'4""",91kg / 201lb,,27
83,89,67,63,69,74,67,RM,Right,"183cm / 6'0""",74kg / 163lb,"RW, LM",24
63,60,60,57,76,74,78,CDM,Right,"188cm / 6'2""",73kg / 161lb,CM,24
53,63,62,59,84,59,76,CB,Left,"185cm / 6'1""",78kg / 172lb,,30
70,77,64,65,83,75,79,CB,Left,"184cm / 6'0""",83kg / 183lb,LB,25
75,70,73,71,73,64,63,LM,Left,"180cm / 5'11""",85kg / 187lb,"RM, ST, LW",28
63,63,72,79,62,79,63,CM,Right,"173cm / 5'8""",70kg / 154lb,CDM,24
92,87,91,87,68,59,59,LM,Right,"180cm / 5'11""",72kg / 159lb,"LW, RM",19
46,46,53,55,67,58,80,CB,Left,"190cm / 6'3""",82kg / 181lb,,34
72,63,79,85,66,90,60,CM,Left,"173cm / 5'8""",74kg / 163lb,CDM,25
85,79,82,76,67,68,59,LM,Right,"175cm / 5'9""",74kg / 163lb,"RM, LW",25
83,83,81,83,74,78,61,CAM,Left,"175cm / 5'9""",59kg / 130lb,"RM, LM",25
47,40,54,58,75,68,90,CB,Right,"191cm / 6'3""",91kg / 201lb,,23
73,81,63,45,92,63,86,ST,Right,"191cm / 6'3""",78kg / 172lb,,25
82,87,86,82,62,73,48,LM,Right,"169cm / 5'7""",69kg / 152lb,"LW, RW",26
28,29,22,32,52,24,54,GK,Right,"188cm / 6'2""",80kg / 176lb,,23
29,30,37,32,56,25,58,GK,Right,"189cm / 6'2""",84kg / 185lb,,29
83,81,92,92,62,76,47,CAM,Left,"168cm / 5'6""",70kg / 154lb,"RM, CM",25
53,54,56,53,77,77,87,CM,Right,"189cm / 6'2""",85kg / 187lb,CDM,24
68,85,79,71,74,76,74,CM,Right,"183cm / 6'0""",70kg / 154lb,CDM,26
71,73,70,73,73,90,74,CDM,Right,"177cm / 5'10""",70kg / 154lb,"CM, CB",28
68,71,60,63,81,70,78,CB,Right,"185cm / 6'1""",70kg / 154lb,,26
55,48,45,41,77,76,85,CB,Right,"186cm / 6'1""",80kg / 176lb,,30
63,53,80,75,64,78,62,CM,Right,"175cm / 5'9""",68kg / 150lb,"CDM, LM",32
63,64,66,61,83,65,82,CB,Right,"182cm / 6'0""",80kg / 176lb,,24
64,63,74,67,70,72,67,RW,Left,"185cm / 6'1""",79kg / 174lb,"LW, CAM, RM",27
72,68,74,75,62,80,69,CM,Right,"178cm / 5'10""",72kg / 159lb,"CDM, ST",26
74,68,71,65,70,85,72,CM,Right,"188cm / 6'2""",84kg / 185lb,CDM,26
77,83,82,81,68,86,62,RW,Left,"169cm / 5'7""",74kg / 163lb,"ST, CM, RM",28
77,81,82,75,58,65,49,CAM,Left,"177cm / 5'10""",71kg / 157lb,"RW, CM",17
72,64,77,81,71,89,73,CM,Right,"180cm / 5'11""",78kg / 172lb,CDM,27
79,75,77,93,52,75,36,RM,Right,"167cm / 5'6""",68kg / 150lb,"LM, RW",23
81,75,79,76,68,70,72,LW,Right,"184cm / 6'0""",81kg / 179lb,"RW, CAM, LM",24
65,80,70,56,74,68,72,CDM,Left,"190cm / 6'3""",85kg / 187lb,"CB, LB",21
26,37,34,34,57,27,63,GK,Right,"191cm / 6'3""",85kg / 187lb,,28
74,61,80,75,79,84,79,CM,Left,"182cm / 6'0""",76kg / 168lb,CAM,28
67,70,57,56,85,84,86,CB,Right,"184cm / 6'0""",80kg / 176lb,"CDM, CM",28
37,32,58,40,67,72,76,CDM,Right,"191cm / 6'3""",81kg / 179lb,CM,27
51,38,32,33,81,54,91,ST,Right,"191cm / 6'3""",98kg / 216lb,,30
36,28,36,36,63,35,70,GK,Right,"187cm / 6'2""",88kg / 194lb,,40
19,32,40,37,52,21,58,GK,Right,"189cm / 6'2""",87kg / 192lb,,24
76,73,85,88,64,70,55,CAM,Right,"175cm / 5'9""",73kg / 161lb,"LM, CM",30
83,77,84,90,71,74,56,RM,Right,"175cm / 5'9""",65kg / 143lb,RW,22
56,50,81,92,67,72,71,CM,Right,"178cm / 5'10""",70kg / 154lb,CDM,28
65,68,51,61,78,75,73,CB,Right,"186cm / 6'1""",79kg / 174lb,RB,23
58,60,49,50,82,74,85,CB,Right,"188cm / 6'2""",82kg / 181lb,,24
30,42,35,39,61,30,71,GK,Right,"190cm / 6'3""",89kg / 196lb,,24
66,68,64,69,57,79,68,CDM,Right,"175cm / 5'9""",72kg / 159lb,CM,31
77,79,76,58,85,70,86,ST,Right,"182cm / 6'0""",76kg / 168lb,,33
55,58,59,55,83,85,88,CDM,Right,"187cm / 6'2""",82kg / 181lb,CM,32
82,79,82,89,75,81,60,LM,Right,"169cm / 5'7""",63kg / 139lb,"RM, LW",28
87,86,86,83,53,65,38,RW,Right,"174cm / 5'9""",67kg / 148lb,"LM, RM",31
63,78,42,38,85,52,90,CB,Right,"196cm / 6'5""",91kg / 201lb,,25
72,69,77,88,58,55,35,LM,Left,"163cm / 5'4""",63kg / 139lb,"RM, LW",35
42,41,62,53,60,42,55,GK,Right,"182cm / 6'0""",78kg / 172lb,,31
63,74,69,60,83,77,82,ST,Right,"191cm / 6'3""",82kg / 181lb,,24
71,76,66,73,77,74,75,RB,Right,"177cm / 5'10""",80kg / 176lb,"CB, LB",26
49,47,35,37,63,35,60,GK,Right,"184cm / 6'0""",83kg / 183lb,,31
43,41,33,40,61,34,60,GK,Left,"194cm / 6'4""",85kg / 187lb,,34
77,76,71,64,74,74,64,LB,Left,"182cm / 6'0""",77kg / 170lb,"LM, LW",23
43,54,58,66,68,48,76,CAM,Left,"183cm / 6'0""",88kg / 194lb,ST,39
68,65,59,53,82,70,92,CB,Left,"185cm / 6'1""",87kg / 192lb,,32
90,89,88,75,76,74,58,RM,Right,"173cm / 5'8""",70kg / 154lb,RW,29
70,68,55,66,62,83,71,CDM,Right,"185cm / 6'1""",80kg / 176lb,CM,26
82,77,76,80,82,82,75,LB,Right,"182cm / 6'0""",75kg / 165lb,"CM, CDM",24
45,41,36,51,64,33,68,GK,Left,"188cm / 6'2""",80kg / 176lb,,30
59,59,67,63,68,74,66,CDM,Right,"185cm / 6'1""",75kg / 165lb,CM,20
71,74,73,64,80,65,76,ST,Right,"177cm / 5'10""",83kg / 183lb,CAM,33
52,32,58,43,78,77,82,CB,Right,"186cm / 6'1""",72kg / 159lb,,33
69,51,71,67,77,79,69,CDM,Left,"178cm / 5'10""",73kg / 161lb,CM,31
82,84,79,70,78,71,71,RB,Right,"178cm / 5'10""",77kg / 170lb,RM,34
53,60,61,62,81,72,85,CM,Right,"193cm / 6'4""",81kg / 179lb,CDM,26
52,49,59,62,65,69,77,CM,Right,"186cm / 6'1""",77kg / 170lb,CDM,31
42,38,43,40,60,32,58,GK,Right,"188cm / 6'2""",70kg / 154lb,,27
68,55,68,70,68,43,68,CAM,Left,"183cm / 6'0""",78kg / 172lb,"CM, CDM",33
65,67,64,67,79,67,73,ST,Right,"184cm / 6'0""",78kg / 172lb,,38
77,72,74,67,78,78,72,CM,Right,"184cm / 6'0""",76kg / 168lb,"CAM, CDM",23
72,75,70,73,69,76,63,RB,Right,"178cm / 5'10""",68kg / 150lb,"LB, CM",21
63,61,70,65,81,59,80,CB,Left,"190cm / 6'3""",78kg / 172lb,,21
77,76,70,83,65,70,47,LW,Right,"171cm / 5'7""",66kg / 146lb,"RW, LM",28
79,63,76,77,63,61,48,LB,Left,"174cm / 5'9""",69kg / 152lb,,26
73,85,56,72,79,75,75,RB,Right,"183cm / 6'0""",72kg / 159lb,CB,32
83,81,74,39,84,78,79,CB,Right,"188cm / 6'2""",84kg / 185lb,,27
60,57,71,85,67,60,62,ST,Right,"167cm / 5'6""",67kg / 148lb,CAM,39
77,74,75,75,77,60,68,ST,Right,"172cm / 5'8""",68kg / 150lb,,37
53,48,45,49,70,33,73,GK,Right,"187cm / 6'2""",84kg / 185lb,,30
83,82,78,65,81,80,73,RB,Right,"183cm / 6'0""",80kg / 176lb,,28
82,76,87,88,59,69,45,RM,Left,"165cm / 5'5""",64kg / 141lb,RW,19
68,44,65,76,64,79,63,CDM,Right,"175cm / 5'9""",69kg / 152lb,CM,27
33,40,48,28,59,28,66,GK,Right,"196cm / 6'5""",91kg / 201lb,,34
54,59,63,64,72,65,75,CB,Right,"179cm / 5'10""",77kg / 170lb,RB,37
78,83,74,70,79,74,72,ST,Right,"186cm / 6'1""",73kg / 161lb,,23
76,80,75,66,72,80,65,RB,Right,"180cm / 5'11""",74kg / 163lb,,27
66,71,57,51,77,75,79,LB,Left,"192cm / 6'4""",85kg / 187lb,LM,19
72,78,73,70,72,76,65,CM,Right,"183cm / 6'0""",77kg / 170lb,CDM,29
71,73,67,60,82,70,74,ST,Right,"188cm / 6'2""",80kg / 176lb,,24
67,68,74,73,77,74,69,ST,Right,"180cm / 5'11""",77kg / 170lb,CAM,31
56,54,55,52,64,29,58,GK,Left,"188cm / 6'2""",86kg / 190lb,,23
76,74,77,76,82,76,76,RW,Left,"178cm / 5'10""",76kg / 168lb,RM,34
75,78,73,67,84,74,75,LB,Left,"183cm / 6'0""",73kg / 161lb,LM,23
87,87,83,74,79,88,66,RB,Right,"179cm / 5'10""",68kg / 150lb,,29
53,71,63,63,75,75,81,CB,Right,"183cm / 6'0""",88kg / 194lb,,24
46,46,50,34,77,66,93,CB,Right,"194cm / 6'4""",84kg / 185lb,,33
74,71,72,69,77,69,77,ST,Left,"174cm / 5'9""",82kg / 181lb,"RW, LW",26
70,76,64,68,79,78,80,CB,Right,"180cm / 5'11""",80kg / 176lb,,22
77,62,74,78,62,80,61,RB,Right,"175cm / 5'9""",75kg / 165lb,RM,28
76,75,72,67,74,79,66,LW,Right,"185cm / 6'1""",68kg / 150lb,LM,28
73,77,71,70,83,70,75,ST,Right,"183cm / 6'0""",75kg / 165lb,,31
74,78,73,67,67,90,63,RM,Right,"180cm / 5'11""",70kg / 154lb,"RB, RW",22
61,74,68,71,77,78,79,CB,Right,"188cm / 6'2""",75kg / 165lb,RB,31
77,74,81,59,79,68,73,LM,Right,"185cm / 6'1""",80kg / 176lb,LW,28
65,65,53,64,65,75,55,RB,Right,"186cm / 6'1""",70kg / 154lb,,21
72,74,74,75,73,76,66,CM,Right,"185cm / 6'1""",77kg / 170lb,CDM,26
76,68,81,70,73,72,61,CM,Right,"180cm / 5'11""",76kg / 168lb,CAM,29
75,73,81,78,70,71,58,RB,Right,"174cm / 5'9""",64kg / 141lb,LB,22
84,81,84,72,81,79,73,ST,Left,"180cm / 5'11""",70kg / 154lb,,28
93,94,78,78,82,58,64,LW,Right,"185cm / 6'1""",74kg / 163lb,"ST, RW, LM",22
37,46,37,42,60,32,66,GK,Right,"206cm / 6'9""",85kg / 187lb,,24
83,73,84,86,57,66,50,LW,Right,"176cm / 5'9""",68kg / 150lb,"RW, CAM, LM",20
55,65,62,70,64,60,78,CM,Right,"184cm / 6'0""",89kg / 196lb,CAM,26
36,32,62,71,63,58,59,CM,Right,"178cm / 5'10""",78kg / 172lb,CDM,38
62,61,65,63,78,71,74,CB,Right,"185cm / 6'1""",80kg / 176lb,,30
69,69,78,73,66,71,57,CM,Right,"179cm / 5'10""",68kg / 150lb,"CAM, CDM",28
58,60,53,55,78,74,86,CB,Right,"185cm / 6'1""",78kg / 172lb,,32
64,61,77,70,77,79,78,CM,Left,"188cm / 6'2""",80kg / 176lb,CDM,30
76,76,75,79,78,78,71,CM,Right,"175cm / 5'9""",73kg / 161lb,"CAM, ST",27
64,50,76,83,60,73,58,CDM,Right,"171cm / 5'7""",74kg / 163lb,CM,33
69,60,67,58,54,68,57,CDM,Right,"184cm / 6'0""",73kg / 161lb,CM,27
80,72,75,70,82,63,69,ST,Right,"190cm / 6'3""",76kg / 168lb,,29
64,68,59,68,75,68,75,RB,Right,"183cm / 6'0""",80kg / 176lb,LB,32
61,63,68,73,69,82,77,CM,Right,"178cm / 5'10""",78kg / 172lb,,33
73,77,70,83,73,87,64,CM,Right,"178cm / 5'10""",68kg / 150lb,RM,35
76,74,75,70,82,73,68,ST,Right,"184cm / 6'0""",78kg / 172lb,CAM,30
67,71,77,72,74,76,73,ST,Right,"176cm / 5'9""",68kg / 150lb,,27
83,82,79,82,87,78,81,ST,Right,"173cm / 5'8""",70kg / 154lb,,21
78,69,79,78,69,72,50,LB,Left,"179cm / 5'10""",70kg / 154lb,LM,29
77,74,74,75,73,75,61,RM,Right,"180cm / 5'11""",70kg / 154lb,"RB, RW",22
68,77,61,36,84,76,83,ST,Right,"192cm / 6'4""",89kg / 196lb,,28
84,86,85,74,66,77,57,RM,Right,"172cm / 5'8""",64kg / 141lb,"LM, RW",24
52,58,48,46,79,71,85,CB,Right,"189cm / 6'2""",80kg / 176lb,"CM, CDM",33
77,77,76,76,69,83,58,ST,Right,"174cm / 5'9""",72kg / 159lb,CAM,31
66,69,68,65,82,66,78,CB,Left,"185cm / 6'1""",80kg / 176lb,,24
63,75,72,66,78,84,84,CM,Left,"180cm / 5'11""",84kg / 185lb,"ST, RM",29
64,77,80,79,70,90,72,CDM,Right,"180cm / 5'11""",73kg / 161lb,CM,32
87,79,78,83,91,75,78,CAM,Right,"179cm / 5'10""",72kg / 159lb,"ST, LM",25
49,57,50,53,72,67,80,CB,Left,"193cm / 6'4""",92kg / 203lb,,25
76,76,83,90,66,60,72,CAM,Right,"163cm / 5'4""",60kg / 132lb,"CM, LM",22
75,78,78,75,70,63,55,ST,Right,"175cm / 5'9""",70kg / 154lb,,24
73,77,68,70,87,68,84,ST,Right,"191cm / 6'3""",84kg / 185lb,,30
86,86,78,67,71,68,60,RB,Right,"184cm / 6'0""",71kg / 157lb,,24
73,76,75,66,79,70,75,ST,Right,"186cm / 6'1""",82kg / 181lb,,30
65,68,74,71,72,75,72,CDM,Right,"188cm / 6'2""",80kg / 176lb,CM,22
74,69,75,77,62,81,58,CAM,Left,"179cm / 5'10""",68kg / 150lb,RW,22
79,79,69,75,75,85,66,RB,Right,"178cm / 5'10""",69kg / 152lb,RM,28
77,75,72,72,66,67,57,LM,Right,"178cm / 5'10""",74kg / 163lb,LW,29
75,74,75,71,71,70,71,CAM,Right,"177cm / 5'10""",79kg / 174lb,"CM, LW",19
57,53,57,56,71,81,71,CB,Right,"182cm / 6'0""",74kg / 163lb,RB,29
65,59,83,77,64,62,68,CAM,Right,"182cm / 6'0""",73kg / 161lb,,29
65,63,57,48,75,78,73,CDM,Right,"189cm / 6'2""",80kg / 176lb,CM,33
69,68,67,66,71,85,68,LB,Left,"180cm / 5'11""",75kg / 165lb,,30
76,77,74,66,87,76,79,ST,Right,"184cm / 6'0""",84kg / 185lb,"RM, LM",30
68,71,71,72,78,71,78,CB,Left,"188cm / 6'2""",80kg / 176lb,,21
64,75,68,66,79,57,81,CB,Right,"180cm / 5'11""",73kg / 161lb,RB,25
53,70,56,59,74,82,72,CB,Right,"183cm / 6'0""",75kg / 165lb,,33
44,37,66,71,63,87,67,CDM,Right,"181cm / 5'11""",70kg / 154lb,CM,32
86,87,79,74,73,62,64,LW,Right,"179cm / 5'10""",73kg / 161lb,"RW, LM",24
65,53,67,66,77,76,77,LB,Left,"185cm / 6'1""",70kg / 154lb,,30
82,83,77,74,83,74,75,ST,Right,"184cm / 6'0""",79kg / 174lb,,24
71,58,80,72,74,67,67,ST,Left,"181cm / 5'11""",77kg / 170lb,,31
84,78,76,79,74,77,58,RM,Right,"178cm / 5'10""",72kg / 159lb,"ST, RB, RW",22
62,50,64,66,84,83,73,CM,Right,"189cm / 6'2""",79kg / 174lb,,28
79,80,80,75,61,79,67,LM,Right,"177cm / 5'10""",66kg / 146lb,LW,25
75,70,71,64,87,80,82,CB,Right,"190cm / 6'3""",81kg / 179lb,,31
69,71,69,69,72,79,69,LB,Left,"183cm / 6'0""",71kg / 157lb,,29
75,75,75,72,77,66,71,LM,Left,"181cm / 5'11""",80kg / 176lb,"LW, LB",26
79,79,71,69,67,70,62,RB,Right,"182cm / 6'0""",74kg / 163lb,,30
56,60,36,41,77,56,74,CB,Left,"193cm / 6'4""",79kg / 174lb,CDM,23
69,73,68,64,78,57,70,ST,Right,"185cm / 6'1""",72kg / 159lb,,22
62,69,52,35,81,68,92,CB,Left,"206cm / 6'9""",98kg / 216lb,,21
40,46,31,34,65,68,86,CDM,Right,"188cm / 6'2""",84kg / 185lb,CM,30
68,64,68,77,61,38,62,CAM,Left,"181cm / 5'11""",73kg / 161lb,RM,33
36,34,64,58,75,73,88,CB,Right,"184cm / 6'0""",87kg / 192lb,,38
81,81,79,75,77,82,63,RB,Right,"176cm / 5'9""",70kg / 154lb,,28
51,63,32,55,80,65,84,CB,Right,"191cm / 6'3""",92kg / 203lb,,31
74,78,51,53,87,78,82,CB,Left,"191cm / 6'3""",85kg / 187lb,LB,26
52,47,52,56,73,83,78,CDM,Right,"185cm / 6'1""",85kg / 187lb,CM,31
85,89,74,70,69,70,51,RB,Right,"180cm / 5'11""",67kg / 148lb,,27
63,86,55,60,76,65,77,CB,Right,"184cm / 6'0""",81kg / 179lb,,27
85,86,77,79,60,80,54,LM,Left,"169cm / 5'7""",71kg / 157lb,LW,24
76,65,79,77,69,75,65,CAM,Right,"186cm / 6'1""",70kg / 154lb,"ST, CM",18
72,73,62,54,86,73,74,CB,Left,"187cm / 6'2""",79kg / 174lb,,23
66,67,63,71,84,69,82,ST,Left,"183cm / 6'0""",84kg / 185lb,,28
69,66,67,68,53,71,39,LB,Left,"180cm / 5'11""",78kg / 172lb,LM,25
56,55,70,80,57,74,62,CM,Right,"187cm / 6'2""",73kg / 161lb,CAM,31
37,37,53,43,66,37,76,GK,Left,"188cm / 6'2""",86kg / 190lb,,31
62,53,68,66,72,84,74,CM,Right,"182cm / 6'0""",76kg / 168lb,CDM,25
86,82,76,79,81,79,70,ST,Right,"175cm / 5'9""",77kg / 170lb,,26
50,51,54,40,80,60,88,CB,Left,"192cm / 6'4""",88kg / 194lb,,29
64,69,55,69,83,73,84,CB,Right,"189cm / 6'2""",81kg / 179lb,,28
66,68,36,51,82,48,80,CB,Right,"185cm / 6'1""",82kg / 181lb,,29
83,79,78,78,79,65,67,LW,Right,"179cm / 5'10""",72kg / 159lb,LM,30
66,74,64,66,75,69,75,CB,Left,"183cm / 6'0""",77kg / 170lb,LB,35
75,74,85,74,64,72,62,CAM,Right,"179cm / 5'10""",80kg / 176lb,RW,31
21,31,23,27,48,28,51,GK,Right,"190cm / 6'3""",80kg / 176lb,,31
57,58,61,56,65,61,60,CAM,Right,"186cm / 6'1""",76kg / 168lb,"LM, CM",22
77,75,79,67,73,70,67,LM,Right,"183cm / 6'0""",77kg / 170lb,"CAM, RM, LW",26
78,74,72,73,76,61,67,ST,Right,"180cm / 5'11""",74kg / 163lb,,32
45,62,60,66,70,77,78,CB,Right,"189cm / 6'2""",85kg / 187lb,,30
77,69,77,76,72,67,64,ST,Left,"181cm / 5'11""",74kg / 163lb,CAM,28
63,56,52,63,68,45,56,GK,Right,"185cm / 6'1""",75kg / 165lb,,35
34,57,32,60,84,74,92,CDM,Right,"188cm / 6'2""",79kg / 174lb,CM,33
46,47,41,53,60,25,57,GK,Right,"191cm / 6'3""",88kg / 194lb,,31
77,81,73,76,79,76,73,RB,Right,"175cm / 5'9""",72kg / 159lb,,24
81,72,78,75,58,69,54,LM,Right,"181cm / 5'11""",76kg / 168lb,"RM, CAM, LW",22
84,80,83,79,74,72,56,RB,Right,"176cm / 5'9""",72kg / 159lb,RM,27
41,52,64,54,73,63,77,CB,Right,"187cm / 6'2""",77kg / 170lb,,27
79,79,86,75,70,67,58,RM,Right,"178cm / 5'10""",67kg / 148lb,"LM, RW",26
72,74,65,63,73,86,67,RB,Right,"184cm / 6'0""",77kg / 170lb,,30
86,82,87,78,78,83,63,RM,Right,"176cm / 5'9""",68kg / 150lb,"ST, RW",32
71,82,54,66,76,82,73,RB,Right,"178cm / 5'10""",72kg / 159lb,,30
66,67,70,74,64,82,64,CM,Right,"178cm / 5'10""",75kg / 165lb,CDM,34
51,60,60,57,76,68,77,CB,Right,"189cm / 6'2""",90kg / 198lb,,36
57,65,57,47,78,63,87,CB,Right,"195cm / 6'5""",91kg / 201lb,,22
78,75,89,86,73,90,67,CDM,Right,"175cm / 5'9""",66kg / 146lb,CM,24
69,69,75,73,69,66,67,RW,Right,"172cm / 5'8""",64kg / 141lb,"RM, CAM",32
84,82,84,82,79,84,72,LB,Right,"177cm / 5'10""",74kg / 163lb,RB,30
66,78,60,52,54,78,51,RM,Right,"178cm / 5'10""",70kg / 154lb,"LM, LB, RW",26
68,72,68,51,73,74,72,RB,Right,"188cm / 6'2""",76kg / 168lb,RM,23
35,57,43,35,74,68,85,CB,Right,"193cm / 6'4""",80kg / 176lb,,30
77,74,77,81,72,71,65,CM,Right,"175cm / 5'9""",76kg / 168lb,CDM,25
70,69,75,75,58,61,53,LW,Right,"176cm / 5'9""",72kg / 159lb,LM,29
83,83,84,81,69,91,53,LM,Left,"180cm / 5'11""",70kg / 154lb,"CM, LW",23
73,66,74,77,68,75,66,RB,Right,"177cm / 5'10""",76kg / 168lb,,32
31,55,33,36,73,65,85,CB,Right,"194cm / 6'4""",92kg / 203lb,,31
54,53,56,46,79,72,82,CB,Right,"188cm / 6'2""",77kg / 170lb,,31
68,77,75,80,75,83,75,CM,Right,"185cm / 6'1""",79kg / 174lb,CAM,26
83,93,76,68,83,90,71,LB,Left,"183cm / 6'0""",73kg / 161lb,,30
30,25,53,36,57,21,60,GK,Right,"186cm / 6'1""",86kg / 190lb,,31
79,75,76,74,76,55,62,ST,Right,"182cm / 6'0""",81kg / 179lb,LM,21
61,59,59,59,72,40,68,GK,Right,"187cm / 6'2""",82kg / 181lb,,29
74,74,72,72,76,88,70,CM,Right,"177cm / 5'10""",68kg / 150lb,CDM,29
91,90,91,91,86,78,75,LM,Right,"178cm / 5'10""",75kg / 165lb,"ST, LW",28
54,54,30,31,73,73,85,CB,Right,"185cm / 6'1""",88kg / 194lb,,35
59,54,64,56,74,61,80,CM,Left,"186cm / 6'1""",71kg / 157lb,CDM,30
40,36,39,34,81,66,90,CB,Right,"193cm / 6'4""",87kg / 192lb,,31
82,77,82,87,53,76,45,RM,Left,"167cm / 5'6""",68kg / 150lb,"LM, RW",30
74,62,65,74,69,79,69,CDM,Right,"175cm / 5'9""",75kg / 165lb,CM,28
70,80,67,59,74,82,74,RM,Left,"189cm / 6'2""",80kg / 176lb,"LM, RW",30
50,53,53,58,84,65,76,CB,Left,"185cm / 6'1""",77kg / 170lb,,30
82,82,81,83,71,75,61,LB,Left,"178cm / 5'10""",70kg / 154lb,LM,26
86,85,84,58,62,54,60,LM,Right,"184cm / 6'0""",77kg / 170lb,"RM, LW",23
77,75,66,66,76,78,69,CDM,Right,"183cm / 6'0""",71kg / 157lb,CM,22
84,81,75,78,53,67,42,RM,Right,"172cm / 5'8""",70kg / 154lb,"LM, RW",29
81,72,82,81,68,72,59,CM,Left,"173cm / 5'8""",69kg / 152lb,CAM,25
56,62,60,55,57,66,63,CM,Right,"188cm / 6'2""",75kg / 165lb,CDM,23
80,76,76,75,71,71,67,RM,Right,"176cm / 5'9""",72kg / 159lb,RW,28
71,68,74,80,60,64,58,RM,Left,"168cm / 5'6""",75kg / 165lb,"CAM, RW",21
85,83,80,74,68,71,71,LM,Left,"184cm / 6'0""",80kg / 176lb,"LB, LW",23
70,74,73,72,64,77,77,LB,Left,"178cm / 5'10""",72kg / 159lb,,32
42,53,51,60,71,59,81,CB,Right,"184cm / 6'0""",82kg / 181lb,RB,31
52,34,34,43,77,64,88,CB,Right,"194cm / 6'4""",82kg / 181lb,,26
73,74,59,59,81,85,78,CB,Left,"187cm / 6'2""",78kg / 172lb,,25
71,70,59,53,88,78,85,CAM,Right,"188cm / 6'2""",75kg / 165lb,"ST, CM",33
78,73,73,80,63,75,68,LB,Left,"172cm / 5'8""",72kg / 159lb,LM,26
79,64,92,88,48,85,44,LW,Right,"169cm / 5'7""",73kg / 161lb,"CAM, LM",29
52,55,36,40,80,75,85,CB,Left,"193cm / 6'4""",85kg / 187lb,,26
53,53,64,59,70,76,73,RB,Right,"185cm / 6'1""",72kg / 159lb,,33
72,75,77,80,67,75,65,CAM,Right,"185cm / 6'1""",73kg / 161lb,"RM, CM",24
70,71,72,77,48,72,48,LM,Right,"178cm / 5'10""",70kg / 154lb,"CAM, LW",21
68,70,71,64,73,71,74,CB,Right,"180cm / 5'11""",84kg / 185lb,RB,34
54,59,63,41,85,63,88,ST,Right,"186cm / 6'1""",82kg / 181lb,,30
80,80,70,49,83,80,84,LB,Left,"185cm / 6'1""",85kg / 187lb,,34
45,46,52,48,73,61,76,CB,Right,"188cm / 6'2""",81kg / 179lb,,30
48,48,67,77,60,80,63,CDM,Right,"178cm / 5'10""",70kg / 154lb,CM,26
57,67,58,54,83,37,86,CB,Right,"182cm / 6'0""",80kg / 176lb,,31
73,68,69,53,84,85,85,CM,Right,"190cm / 6'3""",87kg / 192lb,CDM,27
71,71,72,67,69,75,70,RB,Right,"180cm / 5'11""",80kg / 176lb,RM,23
72,64,75,67,73,67,68,CAM,Right,"189cm / 6'2""",82kg / 181lb,"ST, CM",26
50,44,66,66,78,66,81,ST,Right,"185cm / 6'1""",84kg / 185lb,CAM,34
68,64,70,76,65,71,74,CM,Right,"183cm / 6'0""",77kg / 170lb,CDM,31
65,50,64,65,59,86,63,CDM,Right,"186cm / 6'1""",81kg / 179lb,CM,23
66,71,60,78,64,90,67,CM,Right,"171cm / 5'7""",66kg / 146lb,CDM,22
